level,score_mode,metric,point,ci_low,ci_high,std,iterations
patient_mean,l1,recall,0.7957198443579766,0.7598455118970742,0.8291794244889255,0.018167340151357483,1000
patient_mean,l1,f1,0.8441692466460269,0.8196203492437346,0.8686889238262585,0.012847947679942136,1000
patient_mean,l1,fpr,0.26900584795321636,0.20121951219512196,0.3314761904761904,0.0342533285498125,1000
patient_mean,retina_band_mse,auroc,0.9149998862265911,0.8936502324413134,0.9360816755116992,0.010936415541776708,1000
patient_mean,retina_band_mse,accuracy,0.8408759124087591,0.8131386861313868,0.8686131386861314,0.01421394351968521,1000
patient_mean,retina_band_mse,precision,0.9510022271714922,0.931105222734255,0.9688215971696806,0.009769102589860471,1000
patient_mean,retina_band_mse,recall,0.830739299610895,0.7961155530173234,0.8635610060750581,0.017146494494409293,1000
patient_mean,retina_band_mse,f1,0.8868120456905504,0.8647411599068608,0.9085413251950976,0.011034231623106697,1000
patient_mean,retina_band_mse,fpr,0.1286549707602339,0.08333333333333333,0.1795,0.024711212219889464,1000
patient_mean,retina_weighted_mse,auroc,0.9195166905590824,0.8978637223578327,0.9395772180126061,0.010964821918450355,1000
patient_mean,retina_weighted_mse,accuracy,0.8423357664233576,0.8145620437956205,0.8715328467153285,0.014400528761259088,1000
patient_mean,retina_weighted_mse,precision,0.9511111111111111,0.9303370786516854,0.970725051975052,0.010222889585368227,1000
patient_mean,retina_weighted_mse,recall,0.8326848249027238,0.7992200810425012,0.8659038169594447,0.017162725880993823,1000
patient_mean,retina_weighted_mse,f1,0.8879668049792531,0.8662310089061682,0.9089280920180546,0.011099323836374995,1000
patient_mean,retina_weighted_mse,fpr,0.1286549707602339,0.08137909865665174,0.18294226613152206,0.026108563902789216,1000
patient_mean,topk_mse_5,auroc,0.9500762281839489,0.9338026068660108,0.965657385689195,0.008162409343543446,1000
patient_mean,topk_mse_5,accuracy,0.8540145985401459,0.8262408759124088,0.8802919708029197,0.013649287012389957,1000
patient_mean,topk_mse_5,precision,0.9662162162162162,0.9498731473496319,0.9819443460304286,0.008516299926618703,1000
patient_mean,topk_mse_5,recall,0.8346303501945526,0.8015177893844024,0.8669237355905607,0.016731668897427502,1000
patient_mean,topk_mse_5,f1,0.8956158663883089,0.8740583218072845,0.9165808962422825,0.010529186420560862,1000
patient_mean,topk_mse_5,fpr,0.08771929824561403,0.04789001877901003,0.13253012048192772,0.022007163458940535,1000
patient_mean,topk_mse_10,auroc,0.9418162786993425,0.9240943194397985,0.9589474642926076,0.008753240495459644,1000
patient_mean,topk_mse_10,accuracy,0.8496350364963504,0.8233576642335766,0.8773722627737226,0.013731025476664136,1000
patient_mean,topk_mse_10,precision,0.9681093394077449,0.9521640091116174,0.9838728174015982,0.00817040777844055,1000
patient_mean,topk_mse_10,recall,0.8268482490272373,0.7959436469962786,0.8591417954957533,0.01680394262729643,1000
patient_mean,topk_mse_10,f1,0.8919202518363064,0.8718469172167316,0.9127888498219195,0.010680654715611875,1000
patient_mean,topk_mse_10,fpr,0.08187134502923976,0.04401827830188679,0.12291882198772328,0.020485570987726926,1000
patient_mean,ensemble_mse_l1,auroc,0.8982524404396204,0.872800733297461,0.9201029532535665,0.011981414046409188,1000
patient_mean,ensemble_mse_l1,accuracy,0.8218978102189781,0.7941605839416058,0.8467518248175182,0.01428145435218552,1000
patient_mean,ensemble_mse_l1,precision,0.9375,0.9131353334206734,0.9606504201950218,0.01188755557998058,1000
patient_mean,ensemble_mse_l1,recall,0.8171206225680934,0.7830947766617595,0.8475123018549122,0.016602377633108744,1000
patient_mean,ensemble_mse_l1,f1,0.8731808731808732,0.8506969534225173,0.8926767551366557,0.011249998705233072,1000
patient_mean,ensemble_mse_l1,fpr,0.16374269005847952,0.10794555523590334,0.22361587063611052,0.029110256887366227,1000
patient_mean,ensemble_mse_retina,auroc,0.9203244817621227,0.8998503700564524,0.9395409196402502,0.01020021240324813,1000
patient_mean,ensemble_mse_retina,accuracy,0.8350364963503649,0.8072992700729927,0.8613138686131386,0.013658620223382486,1000
patient_mean,ensemble_mse_retina,precision,0.9546485260770975,0.9344262295081968,0.9723502304147466,0.009608769337646884,1000
patient_mean,ensemble_mse_retina,recall,0.8190661478599222,0.7869782349433513,0.8503819444444444,0.0163044118297381,1000
patient_mean,ensemble_mse_retina,f1,0.881675392670157,0.8608246256376502,0.9019618173929214,0.010733425684892675,1000
patient_mean,ensemble_mse_retina,fpr,0.11695906432748537,0.07184559452523524,0.16666666666666666,0.02431854592951905,1000
patient_mean,ensemble_mse_l1_retina,auroc,0.9084124058525042,0.885539643590674,0.9304720484193536,0.011533322404355003,1000
patient_mean,ensemble_mse_l1_retina,accuracy,0.8291970802919708,0.8,0.8569343065693431,0.014638858858222373,1000
patient_mean,ensemble_mse_l1_retina,precision,0.9381898454746137,0.9145956502869267,0.9588775404549892,0.011175091599284,1000
