percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.04795764982700347,0.617,0.919908466819222,0.536,0.6773378264532435,0.14,0.7856906666666668
97,0.05368961155414581,0.542,0.9506172839506173,0.4106666666666667,0.5735567970204841,0.064,0.7856906666666668
99,0.06332091093063356,0.399,0.9570552147239264,0.208,0.3417305585980285,0.028,0.7856906666666668
