level,score_mode,metric,point,ci_low,ci_high,std,iterations
image,mse,auroc,0.9103786666666667,0.8914666295678756,0.9281518705094844,0.00943008864725848,1000
image,mse,accuracy,0.774,0.75,0.798,0.012494846945849333,1000
image,mse,precision,0.9763636363636363,0.9628858549345026,0.987250701655212,0.006576333207235887,1000
image,mse,recall,0.716,0.6865656834873253,0.7477639310332731,0.015637343083876244,1000
image,mse,f1,0.8261538461538461,0.8052282462213178,0.8463932054442181,0.010827634513578065,1000
image,mse,fpr,0.052,0.02744563973449302,0.08097988874625588,0.01435401345607149,1000
image,l1,auroc,0.8474560000000001,0.8226947661426495,0.8700206622346669,0.012675958979494114,1000
image,l1,accuracy,0.703,0.675,0.731,0.013938440053001298,1000
image,l1,precision,0.9557344064386318,0.9374907907662082,0.9723374409052159,0.009089875349687629,1000
image,l1,recall,0.6333333333333333,0.6005260370649811,0.6666776315789473,0.017157036418253557,1000
image,l1,f1,0.7618283881315157,0.7340483334602936,0.7863481511317565,0.013120645232260376,1000
image,l1,fpr,0.088,0.0552823240589198,0.12351750024694609,0.017390105899954187,1000
image,ssim_error,auroc,0.7594613333333333,0.7225899679032722,0.7948536046328506,0.017878971255069157,1000
image,ssim_error,accuracy,0.587,0.556,0.617,0.015849875000691255,1000
image,ssim_error,precision,0.9160493827160494,0.8877757304630695,0.9423572019052867,0.013602058568622191,1000
image,ssim_error,recall,0.49466666666666664,0.4592763130850058,0.5313394423500429,0.01884649985974488,1000
image,ssim_error,f1,0.6424242424242425,0.6095195114456906,0.6740242387024528,0.01698785733720532,1000
image,ssim_error,fpr,0.136,0.09501860032550569,0.1814805399719495,0.021469701245424952,1000
image,mse_ssim_score,auroc,0.7697493333333334,0.736089217529097,0.8029577057289494,0.01721814154843769,1000
image,mse_ssim_score,accuracy,0.603,0.57,0.632,0.015591577735954005,1000
image,mse_ssim_score,precision,0.9212410501193318,0.8935146787783044,0.9444476520400308,0.013185261954574075,1000
image,mse_ssim_score,recall,0.5146666666666667,0.47675622186578365,0.5500805336301693,0.01840781730285642,1000
image,mse_ssim_score,f1,0.660393498716852,0.6272983991082668,0.6908934329801265,0.016340259146396453,1000
image,mse_ssim_score,fpr,0.132,0.09349593495934959,0.17551805337519621,0.02089565279658819,1000
image,retina_band_mse,auroc,0.9068373333333334,0.8879465359909664,0.9260278629708631,0.009683996836109697,1000
image,retina_band_mse,accuracy,0.762,0.7359749999999999,0.786,0.013056396650435134,1000
image,retina_band_mse,precision,0.9830188679245283,0.971207828879374,0.9926635312820853,0.0056609017850658685,1000
image,retina_band_mse,recall,0.6946666666666667,0.663114768807807,0.7256197198706882,0.016134326610193934,1000
image,retina_band_mse,f1,0.8140625,0.790988401916749,0.8355050918429684,0.011469009316995286,1000
image,retina_band_mse,fpr,0.036,0.01532420812494516,0.05954578139980822,0.011667725891469607,1000
image,retina_weighted_mse,auroc,0.912256,0.8928786316820725,0.9302954473652669,0.009385226830761456,1000
image,retina_weighted_mse,accuracy,0.774,0.745,0.798025,0.013258116331087495,1000
image,retina_weighted_mse,precision,0.9833948339483395,0.9717805577975069,0.9941877171879177,0.0055806713830050545,1000
image,retina_weighted_mse,recall,0.7106666666666667,0.675856499744744,0.7400064935064935,0.016614949319368553,1000
image,retina_weighted_mse,f1,0.8250773993808049,0.7993528581390207,0.8449934136112494,0.011546057800890443,1000
image,retina_weighted_mse,fpr,0.036,0.013331858407079646,0.06140530629853321,0.012071106773690875,1000
image,topk_mse_5,auroc,0.9436746666666667,0.9271027847939619,0.9585241258045684,0.00788713785796957,1000
image,topk_mse_5,accuracy,0.788,0.761,0.812025,0.013191883898852392,1000
image,topk_mse_5,precision,0.9873188405797102,0.9765342960288809,0.9961553030303031,0.004831382285716296,1000
image,topk_mse_5,recall,0.7266666666666667,0.6953053419502618,0.7572194404097546,0.016450499893167957,1000
image,topk_mse_5,f1,0.837173579109063,0.8140574322622885,0.8577813405758328,0.011251781245756964,1000
image,topk_mse_5,fpr,0.028,0.00903720462543992,0.05098495212038303,0.010622983961373605,1000
image,topk_mse_10,auroc,0.9361653333333334,0.9194319965681854,0.9504818143883363,0.008039082898032582,1000
image,topk_mse_10,accuracy,0.784,0.755,0.808,0.013206652098834887,1000
image,topk_mse_10,precision,0.9872262773722628,0.9769617908315851,0.9947032894976503,0.004686853835943854,1000
image,topk_mse_10,recall,0.7213333333333334,0.6862359310860997,0.7500168463611859,0.016482799593778692,1000
image,topk_mse_10,f1,0.8335901386748844,0.8083759650379905,0.8523536619451887,0.01136090246862143,1000
image,topk_mse_10,fpr,0.028,0.010790399938114025,0.05059025258853788,0.010246788249574642,1000
image,ensemble_mse_l1,auroc,0.8899573333333334,0.8692725236611923,0.9095049724917369,0.01045273030694056,1000
image,ensemble_mse_l1,accuracy,0.745,0.716,0.77,0.013798605455353554,1000
image,ensemble_mse_l1,precision,0.9643527204502814,0.9475515336650286,0.9806221950224397,0.008032508233223669,1000
image,ensemble_mse_l1,recall,0.6853333333333333,0.6522847399829497,0.7177479783774282,0.016957720448136655,1000
image,ensemble_mse_l1,f1,0.8012470771628994,0.7770544523695565,0.8232559029198768,0.012182169072072924,1000
image,ensemble_mse_l1,fpr,0.076,0.04384074410163339,0.11112049549549548,0.016842840639221073,1000
image,ensemble_mse_l1_ssim,auroc,0.871424,0.8478874425645461,0.8932490229185458,0.011678914248313757,1000
image,ensemble_mse_l1_ssim,accuracy,0.735,0.708,0.763025,0.013748307967599951,1000
image,ensemble_mse_l1_ssim,precision,0.9566854990583804,0.9377430071213567,0.9733346007604563,0.009053868889154467,1000
image,ensemble_mse_l1_ssim,recall,0.6773333333333333,0.6460254094753201,0.7108873060050002,0.016587219388434823,1000
image,ensemble_mse_l1_ssim,f1,0.7931303669008587,0.7697229967755631,0.8169252088078968,0.012278278020757122,1000
image,ensemble_mse_l1_ssim,fpr,0.092,0.05746890898812888,0.12903225806451613,0.018562182112576656,1000
image,ensemble_mse_retina,auroc,0.9129973333333333,0.8945960683533895,0.9296722052906558,0.009253740792924762,1000
image,ensemble_mse_retina,accuracy,0.774,0.7459749999999999,0.800025,0.013569454450864795,1000
image,ensemble_mse_retina,precision,0.9816176470588235,0.9694072657743786,0.9923076923076923,0.005701953808619737,1000
image,ensemble_mse_retina,recall,0.712,0.6791431389163824,0.7430530863760314,0.017016505094448735,1000
image,ensemble_mse_retina,f1,0.8253477588871716,0.8015356087223244,0.8474352479551985,0.011757363987815534,1000
image,ensemble_mse_retina,fpr,0.04,0.016734658298465828,0.06522451110689197,0.012184184935147132,1000
image,ensemble_mse_ssim_topk,auroc,0.913808,0.8940154913903541,0.9304947716855898,0.009264000078041963,1000
image,ensemble_mse_ssim_topk,accuracy,0.783,0.758,0.807,0.012969060587896595,1000
image,ensemble_mse_ssim_topk,precision,0.9750445632798574,0.9613318595713853,0.9870872362569779,0.006601411730877533,1000
image,ensemble_mse_ssim_topk,recall,0.7293333333333333,0.7001322930800543,0.7599015773420795,0.01600776956961154,1000
image,ensemble_mse_ssim_topk,f1,0.8344774980930587,0.8135306041843703,0.8547547010151559,0.010983688078071771,1000
image,ensemble_mse_ssim_topk,fpr,0.056,0.029842874236412874,0.08678135106000719,0.014618474309287057,1000
image,ensemble_l1_ssim_topk,auroc,0.8991093333333333,0.8772877530051971,0.9184297457033307,0.010516822747661164,1000
image,ensemble_l1_ssim_topk,accuracy,0.769,0.7419749999999999,0.796,0.013734869735335933,1000
image,ensemble_l1_ssim_topk,precision,0.9658886894075404,0.9501718213058419,0.9799288321167883,0.0077416055667517926,1000
image,ensemble_l1_ssim_topk,recall,0.7173333333333334,0.685018390871674,0.7503528735632184,0.016925195454067527,1000
