percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
99,ensemble_mse_retina,4.078393624777763,0.9129973333333333,0.607,0.9863760217983651,0.4826666666666667,0.64816472694718,0.02,245,5,388,362
95,ensemble_mse_ssim_topk,2.059823000941131,0.913808,0.783,0.9750445632798574,0.7293333333333333,0.8344774980930587,0.056,236,14,203,547
97,ensemble_mse_ssim_topk,2.6422242628272405,0.913808,0.728,0.9818548387096774,0.6493333333333333,0.7817014446227929,0.036,241,9,263,487
99,ensemble_mse_ssim_topk,3.9854812305754734,0.913808,0.6,0.9915730337078652,0.4706666666666667,0.6383363471971067,0.012,247,3,397,353
95,ensemble_l1_ssim_topk,1.8834541496196138,0.8991093333333333,0.769,0.9658886894075404,0.7173333333333334,0.8232593726090283,0.076,231,19,212,538
97,ensemble_l1_ssim_topk,2.311973682488936,0.8991093333333333,0.725,0.9797979797979798,0.6466666666666666,0.7791164658634538,0.04,240,10,265,485
99,ensemble_l1_ssim_topk,3.355029796209889,0.8991093333333333,0.596,0.9887005649717514,0.4666666666666667,0.6340579710144928,0.016,246,4,400,350
95,ensemble_mse_l1_retina,1.9255631568542602,0.9005546666666667,0.762,0.9705882352941176,0.704,0.8160741885625966,0.064,234,16,222,528
97,ensemble_mse_l1_retina,2.44115032027806,0.9005546666666667,0.713,0.979296066252588,0.6306666666666667,0.7672343876723439,0.04,240,10,277,473
99,ensemble_mse_l1_retina,3.601750979031271,0.9005546666666667,0.599,0.9915492957746479,0.4693333333333333,0.63710407239819,0.012,247,3,398,352
95,ensemble_all_base,1.9331603527128667,0.9086239999999999,0.776,0.9747292418772563,0.72,0.8282208588957055,0.056,236,14,210,540
97,ensemble_all_base,2.4292369495517185,0.9086239999999999,0.728,0.9818548387096774,0.6493333333333333,0.7817014446227929,0.036,241,9,263,487
99,ensemble_all_base,3.584566106519952,0.9086239999999999,0.606,0.989010989010989,0.48,0.6463195691202872,0.016,246,4,390,360
