score_mode,class_name,sample_count,patient_count,mean_score,std_score,detected_count,detection_rate
mse,CNV,250,178,0.002891216894611716,0.0012322026893915523,244,0.976
mse,DME,250,167,0.0025817635015118866,0.001597411386226855,205,0.82
mse,DRUSEN,250,169,0.0013233338164864107,0.0007253883327567829,88,0.352
mse,NORMAL,250,171,0.0008530934170121327,0.000308411984576645,13,0.052
l1,CNV,250,178,0.031120491676032543,0.006290732918205626,226,0.904
l1,DME,250,167,0.02954479004442692,0.007704119790168414,183,0.732
l1,DRUSEN,250,169,0.022143075216561555,0.0041966808972501695,66,0.264
l1,NORMAL,250,171,0.019744909293949606,0.0035581346836584455,22,0.088
ssim_error,CNV,250,178,0.27942551279067995,0.06629962904413003,171,0.684
ssim_error,DME,250,167,0.2633834087848663,0.06806863334487906,145,0.58
ssim_error,DRUSEN,250,169,0.2077985155582428,0.05700335368793062,55,0.22
ssim_error,NORMAL,250,171,0.18993948650360107,0.05738101904619478,34,0.136
mse_ssim_score,CNV,250,178,0.05819807702302933,0.013895294817083667,180,0.72
mse_ssim_score,DME,250,167,0.05474209330976009,0.014519630180052182,149,0.596
mse_ssim_score,DRUSEN,250,169,0.04261837086081505,0.011656367137183845,57,0.228
mse_ssim_score,NORMAL,250,171,0.03867037265747786,0.011651240309234803,33,0.132
retina_band_mse,CNV,250,178,0.003339978642296046,0.0013357526091857237,240,0.96
retina_band_mse,DME,250,167,0.0030421015589963646,0.0018491324498352214,202,0.808
retina_band_mse,DRUSEN,250,169,0.0016028911229223012,0.0009021770146677123,79,0.316
retina_band_mse,NORMAL,250,171,0.0010304060589987785,0.000367617687823338,9,0.036
retina_weighted_mse,CNV,250,178,0.0031939260992221536,0.0012806735091175723,241,0.964
retina_weighted_mse,DME,250,167,0.0028896701994817705,0.0017468376705461444,206,0.824
retina_weighted_mse,DRUSEN,250,169,0.0015085939541459085,0.0008300176596911304,86,0.344
retina_weighted_mse,NORMAL,250,171,0.0009673011021222919,0.0003364362862111653,9,0.036
topk_mse_5,CNV,250,178,0.035586669329553844,0.017053273509574727,246,0.984
topk_mse_5,DME,250,167,0.031022791923955084,0.022021119059766146,209,0.836
topk_mse_5,DRUSEN,250,169,0.01572701540030539,0.01141169278954397,90,0.36
topk_mse_5,NORMAL,250,171,0.008301933836191893,0.003782833731089952,7,0.028
topk_mse_10,CNV,250,178,0.02211203347146511,0.009910436952109176,246,0.984
topk_mse_10,DME,250,167,0.019413277061656117,0.013012638224511056,208,0.832
topk_mse_10,DRUSEN,250,169,0.009597250903956592,0.0063646808619200685,87,0.348
topk_mse_10,NORMAL,250,171,0.005429604626260698,0.002153323369193643,7,0.028
ensemble_mse_l1,CNV,250,178,5.637829745268587,2.801443801052672,238,0.952
ensemble_mse_l1,DME,250,167,4.918262406561083,3.6022616255513236,198,0.792
ensemble_mse_l1,DRUSEN,250,169,1.8731991530711356,1.6730169392478897,78,0.312
ensemble_mse_l1,NORMAL,250,171,0.77930716302752,0.9213647553030581,19,0.076
ensemble_mse_l1_ssim,CNV,250,178,4.552481601158908,2.122149546024504,235,0.94
ensemble_mse_l1_ssim,DME,250,167,3.9901866724801676,2.6742202310210597,196,0.784
ensemble_mse_l1_ssim,DRUSEN,250,169,1.6739982612898,1.3047447527128577,77,0.308
ensemble_mse_l1_ssim,NORMAL,250,171,0.8528001914138728,0.8777114431734456,23,0.092
ensemble_mse_retina,CNV,250,178,6.678750225678547,3.571264528719703,243,0.972
ensemble_mse_retina,DME,250,167,5.806044989392426,4.79507562448184,206,0.824
ensemble_mse_retina,DRUSEN,250,169,1.995810151657146,2.2385410022693004,85,0.34
ensemble_mse_retina,NORMAL,250,171,0.5322510882200805,0.9166724407358565,10,0.04
ensemble_mse_ssim_topk,CNV,250,178,6.369423094605598,3.3535874623391306,244,0.976
ensemble_mse_ssim_topk,DME,250,167,5.453116997829537,4.3315695744398335,212,0.848
ensemble_mse_ssim_topk,DRUSEN,250,169,2.119534000783506,2.1199466361833634,91,0.364
ensemble_mse_ssim_topk,NORMAL,250,171,0.7092024026461824,0.8955991657265403,14,0.056
ensemble_l1_ssim_topk,CNV,250,178,4.98383938583305,2.38195281648098,241,0.964
ensemble_l1_ssim_topk,DME,250,167,4.296012853659806,3.060320142949004,206,0.824
ensemble_l1_ssim_topk,DRUSEN,250,169,1.8123326249180731,1.5683878118080095,91,0.364
ensemble_l1_ssim_topk,NORMAL,250,171,0.7488955424762558,0.7987980536508729,19,0.076
ensemble_mse_l1_retina,CNV,250,178,5.638984877822286,2.8243315726634703,242,0.968
ensemble_mse_l1_retina,DME,250,167,4.931565389697113,3.7621559815493955,203,0.812
ensemble_mse_l1_retina,DRUSEN,250,169,1.8013391308624263,1.7639479104935953,83,0.332
ensemble_mse_l1_retina,NORMAL,250,171,0.6344496830709304,0.8577880290851648,16,0.064
ensemble_all_base,CNV,250,178,5.782950991724577,2.908604336938502,243,0.972
ensemble_all_base,DME,250,167,4.999791171585172,3.8378278001328976,208,0.832
ensemble_all_base,DRUSEN,250,169,1.9092724500999323,1.8636364107625891,89,0.356
ensemble_all_base,NORMAL,250,171,0.6591693835599468,0.8359491697860371,14,0.056
