percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.001212882623076435,0.779,0.9698046181172292,0.728,0.8316831683168316,0.068,0.9117919999999999
97,0.0013755768956616506,0.738,0.9822134387351779,0.6626666666666666,0.7914012738853503,0.036,0.9117919999999999
99,0.0018387707788497232,0.619,0.992,0.496,0.6613333333333333,0.012,0.9117919999999999
