percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.0015475373249500986,0.77,0.9727272727272728,0.7133333333333334,0.823076923076923,0.06,0.9124320000000001
97,0.0018175270035862914,0.708,0.9872340425531915,0.6186666666666667,0.760655737704918,0.024,0.9124320000000001
99,0.0024378381576389075,0.596,0.9942857142857143,0.464,0.6327272727272727,0.008,0.9124320000000001
