patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
mean,95,mse,0.0013043204717970418,0.9188795594693608,0.8262773722627738,0.9625292740046838,0.7996108949416343,0.873538788522848,0.0935672514619883,155,16,103,411
mean,97,mse,0.0013802486392668857,0.9188795594693608,0.8043795620437956,0.9679802955665024,0.7645914396887159,0.8543478260869565,0.07602339181286549,158,13,121,393
mean,99,mse,0.0017960912302756745,0.9188795594693608,0.727007299270073,0.9851632047477745,0.6459143968871596,0.7802585193889542,0.029239766081871343,166,5,182,332
mean,95,l1,0.02274226609920336,0.8681366191093818,0.7824817518248175,0.9101123595505618,0.7879377431906615,0.8446298227320125,0.23391812865497075,131,40,109,405
mean,97,l1,0.023819377530366125,0.8681366191093818,0.7678832116788321,0.9404466501240695,0.7373540856031129,0.826608505997819,0.14035087719298245,147,24,135,379
mean,99,l1,0.025404065592317893,0.8681366191093818,0.7226277372262774,0.9655172413793104,0.6536964980544747,0.7795823665893271,0.07017543859649122,159,12,178,336
mean,95,retina_band_mse,0.0015678208954258432,0.9155573759300977,0.8321167883211679,0.9544419134396356,0.8151750972762646,0.8793284365162645,0.11695906432748537,151,20,95,419
mean,97,retina_band_mse,0.0017054888941347042,0.9155573759300977,0.8043795620437956,0.9679802955665024,0.7645914396887159,0.8543478260869565,0.07602339181286549,158,13,121,393
mean,99,retina_band_mse,0.0020483155740915956,0.9155573759300977,0.7489051094890511,0.9803370786516854,0.6789883268482491,0.8022988505747126,0.04093567251461988,164,7,165,349
mean,95,retina_weighted_mse,0.0014794752160897243,0.9195280678999704,0.8321167883211679,0.9565217391304348,0.8132295719844358,0.879074658254469,0.1111111111111111,152,19,96,418
mean,97,retina_weighted_mse,0.001594757807589173,0.9195280678999704,0.8087591240875912,0.9682151589242054,0.7704280155642024,0.8580715059588299,0.07602339181286549,158,13,118,396
mean,99,retina_weighted_mse,0.0019425231492301517,0.9195280678999704,0.7474452554744525,0.9830028328611898,0.6750972762645915,0.8004613610149942,0.03508771929824561,165,6,167,347
mean,95,topk_mse_5,0.014182562997395287,0.9421462215850912,0.8496350364963504,0.9702517162471396,0.8249027237354085,0.8916929547844374,0.07602339181286549,158,13,90,424
mean,97,topk_mse_5,0.017230043797753693,0.9421462215850912,0.7956204379562044,0.9844559585492227,0.7392996108949417,0.8444444444444444,0.03508771929824561,165,6,134,380
mean,99,topk_mse_5,0.01962724334839726,0.9421462215850912,0.7605839416058394,0.9915730337078652,0.6867704280155642,0.8114942528735632,0.017543859649122806,168,3,161,353
mean,95,topk_mse_10,0.00883515373338009,0.9361731176189501,0.8452554744525548,0.9678899082568807,0.8210116731517509,0.888421052631579,0.08187134502923976,157,14,92,422
mean,97,topk_mse_10,0.010257414212450324,0.9361731176189501,0.8014598540145985,0.9748743718592965,0.754863813229572,0.8508771929824561,0.05847953216374269,161,10,126,388
mean,99,topk_mse_10,0.01252827191940288,0.9361731176189501,0.7532846715328467,0.9914529914529915,0.6770428015564203,0.8046242774566474,0.017543859649122806,168,3,166,348
mean,95,ensemble_mse_l1,1.4830982615689063,0.9018818121828566,0.8131386861313868,0.9467592592592593,0.7957198443579766,0.864693446088795,0.13450292397660818,148,23,105,409
mean,97,ensemble_mse_l1,1.7052797466025216,0.9018818121828566,0.7912408759124088,0.9602977667493796,0.7529182879377432,0.8440567066521265,0.0935672514619883,155,16,127,387
mean,99,ensemble_mse_l1,2.505182853788403,0.9018818121828566,0.7211678832116788,0.9792284866468842,0.642023346303502,0.7755581668625147,0.04093567251461988,164,7,184,330
mean,95,ensemble_mse_retina,1.3871491706947403,0.9201310669670285,0.8321167883211679,0.9565217391304348,0.8132295719844358,0.879074658254469,0.1111111111111111,152,19,96,418
mean,97,ensemble_mse_retina,1.6290489398603172,0.9201310669670285,0.8116788321167884,0.9661016949152542,0.7762645914396887,0.86084142394822,0.08187134502923976,157,14,115,399
mean,99,ensemble_mse_retina,2.581485582509461,0.9201310669670285,0.743065693430657,0.985632183908046,0.6673151750972762,0.7958236658932715,0.029239766081871343,166,5,171,343
mean,95,ensemble_mse_l1_retina,1.313363658707055,0.9099369695314811,0.8291970802919708,0.9501133786848073,0.8151750972762646,0.8774869109947644,0.1286549707602339,149,22,95,419
mean,97,ensemble_mse_l1_retina,1.5304752703754179,0.9099369695314811,0.8116788321167884,0.9616306954436451,0.7801556420233463,0.8614393125671321,0.0935672514619883,155,16,113,401
mean,99,ensemble_mse_l1_retina,2.3305858461094653,0.9099369695314811,0.7401459854014598,0.9827586206896551,0.6653696498054474,0.7935034802784223,0.03508771929824561,165,6,172,342
mean,95,ensemble_all_base,1.4019574019455483,0.9258652467745238,0.8394160583941606,0.9590909090909091,0.8210116731517509,0.8846960167714885,0.10526315789473684,153,18,92,422
mean,97,ensemble_all_base,1.730439769018778,0.9258652467745238,0.8116788321167884,0.9706601466992665,0.7723735408560312,0.8602383531960996,0.07017543859649122,159,12,117,397
mean,99,ensemble_all_base,2.614120656672037,0.9258652467745238,0.7445255474452555,0.9856733524355301,0.669260700389105,0.7972190034762456,0.029239766081871343,166,5,170,344
max,95,mse,0.0029140869155525493,0.908025576262316,0.5430656934306569,1.0,0.39105058365758755,0.5622377622377622,0.0,171,0,313,201
max,97,mse,0.0037255743704735877,0.908025576262316,0.44233576642335765,1.0,0.25680933852140075,0.4086687306501548,0.0,171,0,382,132
max,99,mse,0.005442088730633212,0.908025576262316,0.32116788321167883,1.0,0.09533073929961089,0.17406749555950266,0.0,171,0,465,49
max,95,l1,0.032882272452115925,0.8536077547955492,0.5226277372262774,0.9895287958115183,0.36770428015564205,0.5361702127659574,0.011695906432748537,169,2,325,189
max,97,l1,0.03648883566260332,0.8536077547955492,0.4218978102189781,0.9916666666666667,0.23151750972762647,0.3753943217665615,0.005847953216374269,170,1,395,119
max,99,l1,0.04408845067024221,0.8536077547955492,0.31532846715328466,1.0,0.08754863813229571,0.16100178890876565,0.0,171,0,469,45
max,95,retina_band_mse,0.0033630362013354273,0.905397410517214,0.564963503649635,0.9954128440366973,0.42217898832684825,0.592896174863388,0.005847953216374269,170,1,297,217
max,97,retina_band_mse,0.004274886138737138,0.905397410517214,0.4554744525547445,1.0,0.27431906614785995,0.4305343511450382,0.0,171,0,373,141
max,99,retina_band_mse,0.0068582645989953605,0.905397410517214,0.29927007299270075,1.0,0.06614785992217899,0.12408759124087591,0.0,171,0,480,34
max,95,retina_weighted_mse,0.0031390060903503767,0.910346553803445,0.5737226277372263,0.9955357142857143,0.433852140077821,0.6043360433604336,0.005847953216374269,170,1,291,223
max,97,retina_weighted_mse,0.004038572460412919,0.910346553803445,0.4569343065693431,1.0,0.27626459143968873,0.4329268292682927,0.0,171,0,372,142
max,99,retina_weighted_mse,0.006294180685654269,0.910346553803445,0.30802919708029197,1.0,0.07782101167315175,0.1444043321299639,0.0,171,0,474,40
max,95,topk_mse_5,0.040198062360286675,0.9339659134866999,0.48905109489051096,0.9939759036144579,0.321011673151751,0.4852941176470588,0.005847953216374269,170,1,349,165
max,97,topk_mse_5,0.047627388983964784,0.9339659134866999,0.4306569343065693,1.0,0.24124513618677043,0.3887147335423197,0.0,171,0,390,124
max,99,topk_mse_5,0.07695125505328167,0.9339659134866999,0.28905109489051095,1.0,0.05252918287937743,0.09981515711645102,0.0,171,0,487,27
max,95,topk_mse_10,0.023147770576178936,0.9284137711334106,0.5240875912408759,0.9947368421052631,0.36770428015564205,0.5369318181818182,0.005847953216374269,170,1,325,189
max,97,topk_mse_10,0.02820495128631584,0.9284137711334106,0.454014598540146,1.0,0.2723735408560311,0.42813455657492355,0.0,171,0,374,140
max,99,topk_mse_10,0.04578971065580835,0.9284137711334106,0.29781021897810217,1.0,0.06420233463035019,0.1206581352833638,0.0,171,0,481,33
max,95,ensemble_mse_l1,4.820255125720563,0.88958290668305,0.5532846715328467,0.9952380952380953,0.4066147859922179,0.5773480662983426,0.005847953216374269,170,1,305,209
max,97,ensemble_mse_l1,6.15481045937081,0.88958290668305,0.4656934306569343,1.0,0.28793774319066145,0.4471299093655589,0.0,171,0,366,148
max,99,ensemble_mse_l1,9.974445228432753,0.88958290668305,0.32262773722627736,1.0,0.09727626459143969,0.1773049645390071,0.0,171,0,464,50
max,95,ensemble_mse_retina,5.573906342638009,0.9108130247798485,0.5532846715328467,0.9952380952380953,0.4066147859922179,0.5773480662983426,0.005847953216374269,170,1,305,209
max,97,ensemble_mse_retina,7.419484373605028,0.9108130247798485,0.4554744525547445,1.0,0.27431906614785995,0.4305343511450382,0.0,171,0,373,141
max,99,ensemble_mse_retina,12.27054166318619,0.9108130247798485,0.32116788321167883,1.0,0.09533073929961089,0.17406749555950266,0.0,171,0,465,49
max,95,ensemble_mse_l1_retina,4.595592975216349,0.8991626277106516,0.5737226277372263,0.9911504424778761,0.4357976653696498,0.6054054054054054,0.011695906432748537,169,2,290,224
max,97,ensemble_mse_l1_retina,6.304131506394301,0.8991626277106516,0.4554744525547445,1.0,0.27431906614785995,0.4305343511450382,0.0,171,0,373,141
max,99,ensemble_mse_l1_retina,9.967066396191392,0.8991626277106516,0.32262773722627736,1.0,0.09727626459143969,0.1773049645390071,0.0,171,0,464,50
max,95,ensemble_all_base,5.745382338261989,0.9167861287459895,0.5503649635036496,0.9951923076923077,0.4027237354085603,0.5734072022160664,0.005847953216374269,170,1,307,207
max,97,ensemble_all_base,7.495762064168341,0.9167861287459895,0.4554744525547445,1.0,0.27431906614785995,0.4305343511450382,0.0,171,0,373,141
max,99,ensemble_all_base,12.66379447375147,0.9167861287459895,0.30656934306569344,1.0,0.07587548638132295,0.1410488245931284,0.0,171,0,475,39
top2_mean,95,mse,0.0026454185368492786,0.9144537738639726,0.5795620437956205,0.9956140350877193,0.44163424124513617,0.6118598382749326,0.005847953216374269,170,1,287,227
top2_mean,97,mse,0.0031663252273573922,0.9144537738639726,0.4846715328467153,1.0,0.3132295719844358,0.47703703703703704,0.0,171,0,353,161
top2_mean,99,mse,0.0047245128918438385,0.9144537738639726,0.345985401459854,1.0,0.12840466926070038,0.22758620689655173,0.0,171,0,448,66
top2_mean,95,l1,0.031809963751584236,0.8633126265729174,0.5284671532846715,0.9897435897435898,0.3754863813229572,0.5444287729196051,0.011695906432748537,169,2,321,193
top2_mean,97,l1,0.03399320464581247,0.8633126265729174,0.46277372262773725,0.9866666666666667,0.28793774319066145,0.4457831325301205,0.011695906432748537,169,2,366,148
top2_mean,99,l1,0.039213157258927794,0.8633126265729174,0.3635036496350365,1.0,0.1517509727626459,0.2635135135135135,0.0,171,0,436,78
top2_mean,95,retina_band_mse,0.0031119716004468093,0.9114160238469066,0.5854014598540146,0.9956896551724138,0.4494163424124514,0.6193029490616622,0.005847953216374269,170,1,283,231
top2_mean,97,retina_band_mse,0.003659001125488386,0.9114160238469066,0.5094890510948905,0.9944444444444445,0.34824902723735407,0.515850144092219,0.005847953216374269,170,1,335,179
top2_mean,99,retina_band_mse,0.005378680247813407,0.9114160238469066,0.3372262773722628,1.0,0.11673151750972763,0.20905923344947736,0.0,171,0,454,60
top2_mean,95,retina_weighted_mse,0.002867212402634272,0.9157394133843039,0.5956204379562043,0.99581589958159,0.46303501945525294,0.6321381142098274,0.005847953216374269,170,1,276,238
top2_mean,97,retina_weighted_mse,0.0035440582991577278,0.9157394133843039,0.4978102189781022,0.9941860465116279,0.3326848249027237,0.49854227405247814,0.005847953216374269,170,1,343,171
top2_mean,99,retina_weighted_mse,0.004899482475593649,0.9157394133843039,0.35912408759124087,1.0,0.14591439688715954,0.2546689303904924,0.0,171,0,439,75
