patient_aggregation,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
mean,topk_mse_5,0.014182562997395287,0.9421462215850912,0.8496350364963504,0.9702517162471396,0.8249027237354085,0.8916929547844374,0.07602339181286549,158,13,90,424
top2_mean,topk_mse_5,0.035602772980928364,0.93881266070494,0.5182481751824818,0.9893617021276596,0.36186770428015563,0.5299145299145299,0.011695906432748537,169,2,328,186
mean,topk_mse_10,0.00883515373338009,0.9361731176189501,0.8452554744525548,0.9678899082568807,0.8210116731517509,0.888421052631579,0.08187134502923976,157,14,92,422
max,topk_mse_5,0.040198062360286675,0.9339659134866999,0.48905109489051096,0.9939759036144579,0.321011673151751,0.4852941176470588,0.005847953216374269,170,1,349,165
top2_mean,topk_mse_10,0.02059556664898987,0.9326575192845928,0.5605839416058395,0.9907834101382489,0.4182879377431907,0.5882352941176471,0.011695906432748537,169,2,299,215
max,topk_mse_10,0.023147770576178936,0.9284137711334106,0.5240875912408759,0.9947368421052631,0.36770428015564205,0.5369318181818182,0.005847953216374269,170,1,325,189
mean,ensemble_all_base,1.4019574019455483,0.9258652467745238,0.8394160583941606,0.9590909090909091,0.8210116731517509,0.8846960167714885,0.10526315789473684,153,18,92,422
top2_mean,ensemble_all_base,4.95789135728085,0.9221107242815211,0.583941605839416,0.9956709956709957,0.4474708171206226,0.6174496644295302,0.005847953216374269,170,1,284,230
mean,ensemble_mse_retina,1.3871491706947403,0.9201310669670285,0.8321167883211679,0.9565217391304348,0.8132295719844358,0.879074658254469,0.1111111111111111,152,19,96,418
mean,retina_weighted_mse,0.0014794752160897243,0.9195280678999704,0.8321167883211679,0.9565217391304348,0.8132295719844358,0.879074658254469,0.1111111111111111,152,19,96,418
mean,mse,0.0013043204717970418,0.9188795594693608,0.8262773722627738,0.9625292740046838,0.7996108949416343,0.873538788522848,0.0935672514619883,155,16,103,411
max,ensemble_all_base,5.745382338261989,0.9167861287459895,0.5503649635036496,0.9951923076923077,0.4027237354085603,0.5734072022160664,0.005847953216374269,170,1,307,207
top2_mean,ensemble_mse_retina,4.733322043660128,0.9162741484060344,0.5897810218978102,0.9957446808510638,0.45525291828793774,0.6248331108144193,0.005847953216374269,170,1,280,234
top2_mean,retina_weighted_mse,0.002867212402634272,0.9157394133843039,0.5956204379562043,0.99581589958159,0.46303501945525294,0.6321381142098274,0.005847953216374269,170,1,276,238
mean,retina_band_mse,0.0015678208954258432,0.9155573759300977,0.8321167883211679,0.9544419134396356,0.8151750972762646,0.8793284365162645,0.11695906432748537,151,20,95,419
top2_mean,mse,0.0026454185368492786,0.9144537738639726,0.5795620437956205,0.9956140350877193,0.44163424124513617,0.6118598382749326,0.005847953216374269,170,1,287,227
top2_mean,retina_band_mse,0.0031119716004468093,0.9114160238469066,0.5854014598540146,0.9956896551724138,0.4494163424124514,0.6193029490616622,0.005847953216374269,170,1,283,231
max,ensemble_mse_retina,5.573906342638009,0.9108130247798485,0.5532846715328467,0.9952380952380953,0.4066147859922179,0.5773480662983426,0.005847953216374269,170,1,305,209
max,retina_weighted_mse,0.0031390060903503767,0.910346553803445,0.5737226277372263,0.9955357142857143,0.433852140077821,0.6043360433604336,0.005847953216374269,170,1,291,223
mean,ensemble_mse_l1_retina,1.313363658707055,0.9099369695314811,0.8291970802919708,0.9501133786848073,0.8151750972762646,0.8774869109947644,0.1286549707602339,149,22,95,419
max,mse,0.0029140869155525493,0.908025576262316,0.5430656934306569,1.0,0.39105058365758755,0.5622377622377622,0.0,171,0,313,201
top2_mean,ensemble_mse_l1_retina,3.9872736096911856,0.9058638814936173,0.6058394160583942,0.9959349593495935,0.4766536964980545,0.6447368421052632,0.005847953216374269,170,1,269,245
max,retina_band_mse,0.0033630362013354273,0.905397410517214,0.564963503649635,0.9954128440366973,0.42217898832684825,0.592896174863388,0.005847953216374269,170,1,297,217
mean,ensemble_mse_l1,1.4830982615689063,0.9018818121828566,0.8131386861313868,0.9467592592592593,0.7957198443579766,0.864693446088795,0.13450292397660818,148,23,105,409
max,ensemble_mse_l1_retina,4.595592975216349,0.8991626277106516,0.5737226277372263,0.9911504424778761,0.4357976653696498,0.6054054054054054,0.011695906432748537,169,2,290,224
top2_mean,ensemble_mse_l1,4.01120575679572,0.8973081211459257,0.6072992700729927,0.9880478087649402,0.48249027237354086,0.6483660130718955,0.017543859649122806,168,3,266,248
max,ensemble_mse_l1,4.820255125720563,0.88958290668305,0.5532846715328467,0.9952380952380953,0.4066147859922179,0.5773480662983426,0.005847953216374269,170,1,305,209
mean,l1,0.02274226609920336,0.8681366191093818,0.7824817518248175,0.9101123595505618,0.7879377431906615,0.8446298227320125,0.23391812865497075,131,40,109,405
top2_mean,l1,0.031809963751584236,0.8633126265729174,0.5284671532846715,0.9897435897435898,0.3754863813229572,0.5444287729196051,0.011695906432748537,169,2,321,193
max,l1,0.032882272452115925,0.8536077547955492,0.5226277372262774,0.9895287958115183,0.36770428015564205,0.5361702127659574,0.011695906432748537,169,2,325,189
