score_mode,class_name,sample_count,patient_count,mean_score,std_score,detected_count,detection_rate
mse,CNV,250,178,0.003561945736408234,0.0016312526793905559,247,0.988
mse,DME,250,167,0.003097844024421647,0.001964194572538044,203,0.812
mse,DRUSEN,250,169,0.0015761749653611331,0.0014486621534936454,85,0.34
mse,NORMAL,250,171,0.0009549764174735174,0.0003437778055761759,15,0.06
l1,CNV,250,178,0.034264876388013364,0.007349281329510454,228,0.912
l1,DME,250,167,0.03193305124342442,0.008786435537253558,190,0.76
l1,DRUSEN,250,169,0.023383302588015794,0.00495047571086838,70,0.28
l1,NORMAL,250,171,0.020637972582131625,0.003687148190390294,22,0.088
retina_band_mse,CNV,250,178,0.004100111215841025,0.0016900433614239956,244,0.976
retina_band_mse,DME,250,167,0.0036535199091304094,0.00226839599465761,201,0.804
retina_band_mse,DRUSEN,250,169,0.0019413360776379704,0.002026013783791059,76,0.304
retina_band_mse,NORMAL,250,171,0.0011622863952070474,0.0004244562993207365,11,0.044
retina_weighted_mse,CNV,250,178,0.003925161002203822,0.0016475948065868145,245,0.98
retina_weighted_mse,DME,250,167,0.0034695792912971227,0.0021456425060594414,206,0.824
retina_weighted_mse,DRUSEN,250,169,0.0018186714679468423,0.001828288366200429,79,0.316
retina_weighted_mse,NORMAL,250,171,0.0010887691692914813,0.00038506031467541984,9,0.036
topk_mse_5,CNV,250,178,0.04375209199637175,0.021966922211691022,247,0.988
topk_mse_5,DME,250,167,0.03742861433699727,0.02636574301730566,206,0.824
topk_mse_5,DRUSEN,250,169,0.019300697730854154,0.021067285136683312,86,0.344
topk_mse_5,NORMAL,250,171,0.009563774345442652,0.0042857000943451835,8,0.032
topk_mse_10,CNV,250,178,0.027324916563928128,0.01300946983886416,247,0.988
topk_mse_10,DME,250,167,0.023464833464473485,0.015841686608847362,208,0.832
topk_mse_10,DRUSEN,250,169,0.011772185387089849,0.013246293026318651,85,0.34
topk_mse_10,NORMAL,250,171,0.006199894088320434,0.002457220732504224,9,0.036
ensemble_mse_l1,CNV,250,178,6.161909281829111,3.200506737165298,245,0.98
ensemble_mse_l1,DME,250,167,5.205771417315618,3.8629424525486336,198,0.792
ensemble_mse_l1,DRUSEN,250,169,1.9679109750591464,2.6251507458161525,79,0.316
ensemble_mse_l1,NORMAL,250,171,0.7309005782227453,0.8984259915710917,15,0.06
ensemble_mse_retina,CNV,250,178,7.219842775751298,3.995510393654689,245,0.98
ensemble_mse_retina,DME,250,167,6.0965496330777444,5.053453480640498,205,0.82
ensemble_mse_retina,DRUSEN,250,169,2.173416186308038,4.096889568428446,83,0.332
ensemble_mse_retina,NORMAL,250,171,0.49429235388159154,0.8896610313170242,13,0.052
ensemble_mse_l1_retina,CNV,250,178,6.110312800920055,3.1678384447025962,245,0.98
ensemble_mse_l1_retina,DME,250,167,5.184502862621451,3.9871543376619685,204,0.816
ensemble_mse_l1_retina,DRUSEN,250,169,1.920292816756615,3.029578693179772,84,0.336
ensemble_mse_l1_retina,NORMAL,250,171,0.5925507490871398,0.8349410759751084,16,0.064
ensemble_all_base,CNV,250,178,7.337669497882428,4.02906616720904,246,0.984
ensemble_all_base,DME,250,167,6.152505612709644,5.016389950472176,205,0.82
ensemble_all_base,DRUSEN,250,169,2.27277089399355,4.042862099850647,82,0.328
ensemble_all_base,NORMAL,250,171,0.5118613766301173,0.8825115420328252,10,0.04
