level,score_mode,metric,point,ci_low,ci_high,std,iterations
image,mse,auroc,0.9124320000000001,0.8947261548124851,0.9286860868738165,0.008985127196193116,1000
image,mse,accuracy,0.77,0.7449749999999999,0.796,0.012958564866658796,1000
image,mse,precision,0.9727272727272728,0.958403008384021,0.9847619047619047,0.006813207352773489,1000
image,mse,recall,0.7133333333333334,0.6840501563787157,0.7463284379172229,0.01609885829049043,1000
image,mse,f1,0.823076923076923,0.8019392169850118,0.8460357474263575,0.011190923933001456,1000
image,mse,fpr,0.06,0.03383141843372476,0.0912872544004244,0.015015643160686779,1000
image,l1,auroc,0.8566560000000001,0.8320123210676525,0.8785765906821462,0.012055977519494145,1000
image,l1,accuracy,0.716,0.687975,0.7440249999999999,0.013824951112871011,1000
image,l1,precision,0.9568627450980393,0.9398779111621302,0.973143259191239,0.00887507124309101,1000
image,l1,recall,0.6506666666666666,0.6147733049308901,0.6850119634415145,0.01700393743931727,1000
image,l1,f1,0.7746031746031746,0.7475876389077998,0.8,0.012778318995992913,1000
image,l1,fpr,0.088,0.05533554789336473,0.12146026831785345,0.017422262588531797,1000
image,retina_band_mse,auroc,0.906304,0.8870395211154587,0.9243615507194891,0.009578012037158364,1000
image,retina_band_mse,accuracy,0.76,0.733,0.787,0.013644236739231569,1000
image,retina_band_mse,precision,0.9793233082706767,0.9669706390052105,0.9903660886319846,0.006095051528929573,1000
image,retina_band_mse,recall,0.6946666666666667,0.6622864651773982,0.7280113916238725,0.016710045245286163,1000
image,retina_band_mse,f1,0.8127925117004681,0.7894252713228658,0.8361187644969702,0.011906219558117753,1000
image,retina_band_mse,fpr,0.044,0.020654832180806208,0.07142857142857142,0.012990344393229498,1000
image,retina_weighted_mse,auroc,0.9118000000000002,0.8932907724662719,0.9275913092066249,0.009250607485574916,1000
image,retina_weighted_mse,accuracy,0.771,0.745,0.797025,0.013543143199705452,1000
image,retina_weighted_mse,precision,0.9833024118738405,0.9721693932726858,0.9927797833935018,0.005327258352145484,1000
image,retina_weighted_mse,recall,0.7066666666666667,0.6737926027282501,0.7391462293952099,0.01691330878842148,1000
image,retina_weighted_mse,f1,0.8223429014740109,0.7990425452906761,0.8447622124579994,0.011785523772957872,1000
image,retina_weighted_mse,fpr,0.036,0.015562694175489397,0.05907172995780591,0.0112840684619155,1000
image,topk_mse_5,auroc,0.938928,0.9231194658051446,0.9541070455587615,0.007810851622295609,1000
image,topk_mse_5,accuracy,0.781,0.756,0.806,0.01286786921203578,1000
image,topk_mse_5,precision,0.9853747714808044,0.9742149283606172,0.9945750452079566,0.005158229789417539,1000
image,topk_mse_5,recall,0.7186666666666667,0.6873288122433062,0.7486800332989996,0.01615841317570396,1000
image,topk_mse_5,f1,0.8311488049344642,0.8095182724252492,0.852256370379232,0.011151406904233873,1000
image,topk_mse_5,fpr,0.032,0.012046987951807229,0.05511811023622047,0.011073533620272755,1000
image,topk_mse_10,auroc,0.9325653333333334,0.9160880314903235,0.9479630249929943,0.007990239219113893,1000
image,topk_mse_10,accuracy,0.781,0.755,0.805,0.01286394796153799,1000
image,topk_mse_10,precision,0.9836065573770492,0.9715342911358091,0.9930829678362573,0.005593987414830635,1000
image,topk_mse_10,recall,0.72,0.6868234705985761,0.7503285585086716,0.016171361641967148,1000
image,topk_mse_10,f1,0.8314087759815243,0.807836333271479,0.8521209776562728,0.011132698746977681,1000
image,topk_mse_10,fpr,0.036,0.014310353030735561,0.06225368495980832,0.012142720607825697,1000
image,ensemble_mse_l1,auroc,0.89392,0.87375357326672,0.9120855830110548,0.01019759347007961,1000
image,ensemble_mse_l1,accuracy,0.757,0.729,0.783,0.013742384222693107,1000
image,ensemble_mse_l1,precision,0.9720670391061452,0.9576427255985267,0.9851308012221448,0.007149569602441226,1000
image,ensemble_mse_l1,recall,0.696,0.6613057271101211,0.7292334269208306,0.017081559496605777,1000
