percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
95,mse,0.001547530526295304,0.9124320000000001,0.77,0.9727272727272728,0.7133333333333334,0.823076923076923,0.06,235,15,215,535
97,mse,0.0018175665847957126,0.9124320000000001,0.708,0.9872340425531915,0.6186666666666667,0.760655737704918,0.024,244,6,286,464
99,mse,0.0024378221295773984,0.9124320000000001,0.596,0.9942857142857143,0.464,0.6327272727272727,0.008,248,2,402,348
95,l1,0.025272920727729794,0.8566560000000001,0.716,0.9568627450980393,0.6506666666666666,0.7746031746031746,0.088,228,22,262,488
97,l1,0.026967243850231165,0.8566560000000001,0.667,0.9706546275395034,0.5733333333333334,0.7208717518860017,0.052,237,13,320,430
99,l1,0.03114652261137963,0.8566560000000001,0.526,0.9825174825174825,0.37466666666666665,0.5424710424710425,0.02,245,5,469,281
95,retina_band_mse,0.0019609381444752215,0.906304,0.76,0.9793233082706767,0.6946666666666667,0.8127925117004681,0.044,239,11,229,521
97,retina_band_mse,0.002213317761197684,0.906304,0.707,0.9851380042462845,0.6186666666666667,0.76003276003276,0.028,243,7,286,464
99,retina_band_mse,0.0029367795865982774,0.906304,0.59,0.9941860465116279,0.456,0.6252285191956124,0.008,248,2,408,342
95,retina_weighted_mse,0.0017975956434383965,0.9118000000000002,0.771,0.9833024118738405,0.7066666666666667,0.8223429014740109,0.036,241,9,220,530
97,retina_weighted_mse,0.002065588254481553,0.9118000000000002,0.717,0.9854469854469855,0.632,0.7701056051990252,0.028,243,7,276,474
99,retina_weighted_mse,0.0027344630099833023,0.9118000000000002,0.602,0.9971751412429378,0.4706666666666667,0.6394927536231884,0.004,249,1,397,353
95,topk_mse_5,0.018075861781835553,0.938928,0.781,0.9853747714808044,0.7186666666666667,0.8311488049344642,0.032,242,8,211,539
97,topk_mse_5,0.021645282357931134,0.938928,0.719,0.9936842105263158,0.6293333333333333,0.7706122448979592,0.012,247,3,278,472
99,topk_mse_5,0.03261490806937219,0.938928,0.555,0.9935275080906149,0.4093333333333333,0.5797922568460812,0.008,248,2,443,307
95,topk_mse_10,0.01114173009991644,0.9325653333333334,0.781,0.9836065573770492,0.72,0.8314087759815243,0.036,241,9,210,540
97,topk_mse_10,0.013258065544068776,0.9325653333333334,0.722,0.9937238493723849,0.6333333333333333,0.7736156351791531,0.012,247,3,275,475
99,topk_mse_10,0.019153024032711987,0.9325653333333334,0.58,0.9940119760479041,0.44266666666666665,0.6125461254612546,0.008,248,2,418,332
95,ensemble_mse_l1,2.0935396013043834,0.89392,0.757,0.9720670391061452,0.696,0.8111888111888111,0.06,235,15,228,522
97,ensemble_mse_l1,2.615386793346159,0.89392,0.701,0.9767441860465116,0.616,0.7555192150449714,0.044,239,11,288,462
99,ensemble_mse_l1,3.9653151610597566,0.89392,0.599,0.9915492957746479,0.4693333333333333,0.63710407239819,0.012,247,3,398,352
95,ensemble_mse_retina,2.073012820989179,0.9133866666666667,0.77,0.9761904761904762,0.7106666666666667,0.8225308641975309,0.052,237,13,217,533
97,ensemble_mse_retina,2.7380547063183767,0.9133866666666667,0.717,0.9854469854469855,0.632,0.7701056051990252,0.028,243,7,276,474
99,ensemble_mse_retina,4.263781827460066,0.9133866666666667,0.609,0.9944903581267218,0.48133333333333334,0.6486972147349506,0.008,248,2,389,361
95,ensemble_mse_l1_retina,1.9484178673089734,0.9019946666666667,0.767,0.970856102003643,0.7106666666666667,0.8206312548113934,0.064,234,16,217,533
97,ensemble_mse_l1_retina,2.5151297512689705,0.9019946666666667,0.713,0.9832985386221295,0.628,0.7664768104149715,0.032,242,8,279,471
99,ensemble_mse_l1_retina,3.7492050968118713,0.9019946666666667,0.614,0.9918918918918919,0.48933333333333334,0.6553571428571429,0.012,247,3,383,367
95,ensemble_all_base,2.174775012379204,0.9197813333333333,0.773,0.9815837937384899,0.7106666666666667,0.8244392884764115,0.04,240,10,217,533
97,ensemble_all_base,2.7906510528736215,0.9197813333333333,0.724,0.9896694214876033,0.6386666666666667,0.7763371150729336,0.02,245,5,271,479
99,ensemble_all_base,4.481429913326475,0.9197813333333333,0.602,0.9971751412429378,0.4706666666666667,0.6394927536231884,0.004,249,1,397,353
