percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.00135199069045484,0.767,0.9743119266055046,0.708,0.8200772200772201,0.056,0.9108213333333333
97,0.0015631902962923007,0.714,0.9813278008298755,0.6306666666666667,0.7678571428571429,0.036,0.9108213333333333
99,0.002085950281471015,0.593,0.9971014492753624,0.45866666666666667,0.628310502283105,0.004,0.9108213333333333
