patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
mean,99,ensemble_mse_l1_retina,2.064153681923712,0.908116594989419,0.7591240875912408,0.9780821917808219,0.6945525291828794,0.8122866894197952,0.04678362573099415,163,8,157,357
mean,95,ensemble_all_base,1.2933537099639079,0.9168202607686531,0.8554744525547445,0.9481641468682506,0.8540856031128404,0.8986693961105425,0.14035087719298245,147,24,75,439
mean,97,ensemble_all_base,1.5063889665330532,0.9168202607686531,0.8350364963503649,0.9673659673659674,0.8073929961089494,0.88016967126193,0.08187134502923976,157,14,99,415
mean,99,ensemble_all_base,2.1016595875502415,0.9168202607686531,0.7693430656934307,0.9836956521739131,0.7042801556420234,0.8208616780045351,0.03508771929824561,165,6,152,362
max,95,mse,0.0023074906785040847,0.9054201651989897,0.5605839416058395,0.9953488372093023,0.4163424124513619,0.5871056241426612,0.005847953216374269,170,1,300,214
max,97,mse,0.0027936009736730994,0.9054201651989897,0.4656934306569343,1.0,0.28793774319066145,0.4471299093655589,0.0,171,0,366,148
max,99,mse,0.004173537716269455,0.9054201651989897,0.32116788321167883,1.0,0.09533073929961089,0.17406749555950266,0.0,171,0,465,49
max,95,l1,0.03078351002186531,0.844403486017248,0.4948905109489051,0.9827586206896551,0.3326848249027237,0.49709302325581395,0.017543859649122806,168,3,343,171
max,97,l1,0.033924057334661466,0.844403486017248,0.41021897810218977,0.9824561403508771,0.2178988326848249,0.35668789808917195,0.011695906432748537,169,2,402,112
max,99,l1,0.038883386626839565,0.844403486017248,0.31386861313868614,0.9782608695652174,0.08754863813229571,0.16071428571428573,0.005847953216374269,170,1,469,45
max,95,ssim_error,0.34004970788955674,0.7691651307256469,0.34890510948905107,0.925,0.14396887159533073,0.24915824915824916,0.03508771929824561,165,6,440,74
max,97,ssim_error,0.37020704865455617,0.7691651307256469,0.3007299270072993,0.926829268292683,0.07392996108949416,0.13693693693693693,0.017543859649122806,168,3,476,38
max,99,ssim_error,0.4393804037570953,0.7691651307256469,0.26277372262773724,0.9090909090909091,0.019455252918287938,0.0380952380952381,0.005847953216374269,170,1,504,10
max,95,mse_ssim_score,0.07040839865803715,0.7776981363915625,0.35474452554744523,0.95,0.14785992217898833,0.2558922558922559,0.023391812865497075,167,4,438,76
