percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.004214350972324609,0.692,0.9702127659574468,0.608,0.7475409836065574,0.056,0.8757866666666666
97,0.00487694852054118,0.645,0.973621103117506,0.5413333333333333,0.6958011996572407,0.044,0.8757866666666666
99,0.006450168471783402,0.522,0.9857142857142858,0.368,0.5359223300970873,0.016,0.8757866666666666
