percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.0013368588406592599,0.774,0.9763636363636363,0.716,0.8261538461538461,0.052,0.9103786666666667
97,0.00153217202052474,0.721,0.9815950920245399,0.64,0.774818401937046,0.036,0.9103786666666667
99,0.0020188469626009472,0.596,0.9887005649717514,0.4666666666666667,0.6340579710144928,0.016,0.9103786666666667
