percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.0016889905091375104,0.732,0.9616858237547893,0.6693333333333333,0.789308176100629,0.08,0.8767146666666666
97,0.0019012500531971433,0.673,0.9752808988764045,0.5786666666666667,0.7263598326359832,0.044,0.8767146666666666
99,0.0024183353409171107,0.542,0.9866666666666667,0.39466666666666667,0.5638095238095238,0.016,0.8767146666666666
