patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
top2_mean,99,ensemble_mse_l1,7.699959200668246,0.8444376180399116,0.2671532846715328,1.0,0.023346303501945526,0.045627376425855515,0.0,171,0,502,12
top2_mean,95,ensemble_mse_l1_ssim,3.4225032679849505,0.825562609506906,0.4218978102189781,0.9836065573770492,0.23346303501945526,0.37735849056603776,0.011695906432748537,169,2,394,120
top2_mean,97,ensemble_mse_l1_ssim,4.055817333231173,0.825562609506906,0.362043795620438,0.9753086419753086,0.15369649805447472,0.26554621848739496,0.011695906432748537,169,2,435,79
top2_mean,99,ensemble_mse_l1_ssim,6.250580478283009,0.825562609506906,0.2656934306569343,1.0,0.021400778210116732,0.0419047619047619,0.0,171,0,503,11
top2_mean,95,ensemble_mse_retina,4.334506775776953,0.875497758663845,0.4846715328467153,0.9820359281437125,0.31906614785992216,0.48164464023494863,0.017543859649122806,168,3,350,164
top2_mean,97,ensemble_mse_retina,5.083556711692626,0.875497758663845,0.42627737226277373,0.9763779527559056,0.24124513618677043,0.3868954758190328,0.017543859649122806,168,3,390,124
top2_mean,99,ensemble_mse_retina,8.911846329037433,0.875497758663845,0.27445255474452557,1.0,0.033073929961089495,0.064030131826742,0.0,171,0,497,17
top2_mean,95,ensemble_mse_ssim_topk,4.04371817250046,0.8858852708944867,0.49635036496350365,0.9828571428571429,0.3346303501945525,0.49927431059506533,0.017543859649122806,168,3,342,172
top2_mean,97,ensemble_mse_ssim_topk,5.269015502524268,0.8858852708944867,0.39854014598540144,0.9903846153846154,0.20038910505836577,0.3333333333333333,0.005847953216374269,170,1,411,103
top2_mean,99,ensemble_mse_ssim_topk,7.972016028839927,0.8858852708944867,0.29635036496350364,1.0,0.0622568093385214,0.11721611721611722,0.0,171,0,482,32
top2_mean,95,ensemble_l1_ssim_topk,3.395000538280302,0.8737797801897741,0.49343065693430654,0.9826589595375722,0.33073929961089493,0.4949053857350801,0.017543859649122806,168,3,344,170
top2_mean,97,ensemble_l1_ssim_topk,4.22529180028068,0.8737797801897741,0.4058394160583942,0.9908256880733946,0.21011673151750973,0.3467094703049759,0.005847953216374269,170,1,406,108
top2_mean,99,ensemble_l1_ssim_topk,6.27475734684392,0.8737797801897741,0.2948905109489051,1.0,0.06031128404669261,0.11376146788990826,0.0,171,0,483,31
top2_mean,95,ensemble_mse_l1_retina,3.8327320114575865,0.8606617061460395,0.48175182481751827,0.9818181818181818,0.3151750972762646,0.47717231222385864,0.017543859649122806,168,3,352,162
top2_mean,97,ensemble_mse_l1_retina,4.768958020496793,0.8606617061460395,0.3927007299270073,0.9803921568627451,0.19455252918287938,0.3246753246753247,0.011695906432748537,169,2,414,100
top2_mean,99,ensemble_mse_l1_retina,7.410355980813007,0.8606617061460395,0.27445255474452557,1.0,0.033073929961089495,0.064030131826742,0.0,171,0,497,17
top2_mean,95,ensemble_all_base,3.7794664389953345,0.8781486790907229,0.4978102189781022,0.9829545454545454,0.33657587548638135,0.5014492753623189,0.017543859649122806,168,3,341,173
top2_mean,97,ensemble_all_base,4.691477542538148,0.8781486790907229,0.4116788321167883,0.9743589743589743,0.22178988326848248,0.3613312202852615,0.017543859649122806,168,3,400,114
top2_mean,99,ensemble_all_base,7.359967714226286,0.8781486790907229,0.2875912408759124,1.0,0.05058365758754864,0.0962962962962963,0.0,171,0,488,26
