percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.0012787136714905497,0.771,0.9744990892531876,0.7133333333333334,0.8237105465742879,0.056,0.911216
97,0.0014651659410446858,0.725,0.9837067209775967,0.644,0.7784045124899275,0.032,0.911216
99,0.0019589190743863586,0.602,0.9916201117318436,0.47333333333333333,0.6407942238267148,0.012,0.911216
