run_id,percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
ae_mse_l128_e60_plateau,95,0.0012128826230764,0.779,0.9698046181172292,0.728,0.8316831683168316,0.068,0.911792
ae_mse_l128_e60_plateau,97,0.0013755768956616,0.738,0.982213438735178,0.6626666666666666,0.7914012738853503,0.036,0.911792
ae_mse_l128_e60_plateau,99,0.0018387707788497,0.619,0.992,0.496,0.6613333333333333,0.012,0.911792
