class_name,sample_count,patient_count,mean_reconstruction_error,std_reconstruction_error,detected_count,detection_rate
CNV,250,178,0.002642449072096497,0.0010613643599248807,243,0.972
DME,250,167,0.0024387666010297834,0.0014911046922387967,207,0.828
DRUSEN,250,169,0.0012578961288090796,0.0006646723999463916,88,0.352
NORMAL,250,171,0.000819396729930304,0.0002952892447307007,12,0.048
