percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.001276522688567637,0.776,0.9781818181818182,0.7173333333333334,0.8276923076923077,0.048,0.9092693333333333
97,0.0014742371626198256,0.715,0.9813664596273292,0.632,0.7688564476885644,0.036,0.9092693333333333
99,0.0019608331471681604,0.585,0.9912023460410557,0.45066666666666666,0.6196150320806599,0.012,0.9092693333333333
