class_name,sample_count,patient_count,mean_reconstruction_error,std_reconstruction_error,detected_count,detection_rate
CNV,250,178,0.0028854125328361987,0.0011056872146350386,235,0.94
DME,250,167,0.0024044615933671593,0.0013721014404712484,190,0.76
DRUSEN,250,169,0.0014665392248425632,0.0007031798240495584,96,0.384
NORMAL,250,171,0.0009615350996609777,0.0004011812069096599,20,0.08
