percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.0015066493302583694,0.751,0.9630314232902033,0.6946666666666667,0.8071262587141751,0.08,0.8862079999999999
97,0.0016853765211999408,0.693,0.970276008492569,0.6093333333333333,0.7485667485667485,0.056,0.8862079999999999
99,0.0021694684028625497,0.575,0.987987987987988,0.43866666666666665,0.6075715604801477,0.016,0.8862079999999999
