patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
top2_mean,97,ensemble_mse_l1,5.195067050497214,0.8960224816255945,0.4992700729927007,1.0,0.3326848249027237,0.4992700729927007,0.0,171,0,343,171
top2_mean,99,ensemble_mse_l1,7.512272036917076,0.8960224816255945,0.3722627737226277,1.0,0.16342412451361868,0.2809364548494983,0.0,171,0,430,84
top2_mean,95,ensemble_mse_l1_ssim,3.617858863654234,0.8802534871549823,0.5664233576642336,0.9909502262443439,0.4260700389105058,0.5959183673469388,0.011695906432748537,169,2,295,219
top2_mean,97,ensemble_mse_l1_ssim,4.6080300080863195,0.8802534871549823,0.47007299270072994,0.9870967741935484,0.29766536964980544,0.45739910313901344,0.011695906432748537,169,2,361,153
top2_mean,99,ensemble_mse_l1_ssim,6.012227541405338,0.8802534871549823,0.3722627737226277,1.0,0.16342412451361868,0.2809364548494983,0.0,171,0,430,84
top2_mean,95,ensemble_mse_retina,4.038573026388405,0.9180831456072087,0.6408759124087591,0.9890510948905109,0.5272373540856031,0.6878172588832487,0.017543859649122806,168,3,243,271
top2_mean,97,ensemble_mse_retina,5.757867816186056,0.9180831456072087,0.5284671532846715,1.0,0.3715953307392996,0.5418439716312057,0.0,171,0,323,191
top2_mean,99,ensemble_mse_retina,9.384541093328354,0.9180831456072087,0.3562043795620438,1.0,0.14202334630350194,0.24872231686541738,0.0,171,0,441,73
top2_mean,95,ensemble_mse_ssim_topk,4.0029564507727615,0.9203017270803469,0.6452554744525547,0.9963369963369964,0.5291828793774319,0.6912325285895807,0.005847953216374269,170,1,242,272
top2_mean,97,ensemble_mse_ssim_topk,5.700412877533995,0.9203017270803469,0.5167883211678832,1.0,0.3560311284046693,0.5251076040172167,0.0,171,0,331,183
top2_mean,99,ensemble_mse_ssim_topk,9.552963494815826,0.9203017270803469,0.33138686131386863,1.0,0.10894941634241245,0.19649122807017544,0.0,171,0,458,56
top2_mean,95,ensemble_l1_ssim_topk,3.2992763728407692,0.9081393496711948,0.6481751824817519,0.989247311827957,0.5369649805447471,0.6960907944514502,0.017543859649122806,168,3,238,276
top2_mean,97,ensemble_l1_ssim_topk,4.710996630478711,0.9081393496711948,0.4992700729927007,1.0,0.3326848249027237,0.4992700729927007,0.0,171,0,343,171
top2_mean,99,ensemble_l1_ssim_topk,7.1654285980363275,0.9081393496711948,0.3372262773722628,1.0,0.11673151750972763,0.20905923344947736,0.0,171,0,454,60
top2_mean,95,ensemble_mse_l1_retina,3.6458769077822284,0.9061141829931508,0.635036496350365,0.9888888888888889,0.519455252918288,0.6811224489795918,0.017543859649122806,168,3,247,267
top2_mean,97,ensemble_mse_l1_retina,5.066245301054359,0.9061141829931508,0.5182481751824818,1.0,0.35797665369649806,0.5272206303724928,0.0,171,0,330,184
top2_mean,99,ensemble_mse_l1_retina,7.610780350605568,0.9061141829931508,0.36642335766423356,1.0,0.1556420233463035,0.26936026936026936,0.0,171,0,434,80
top2_mean,95,ensemble_all_base,3.6398312086526152,0.9149543768630395,0.6423357664233577,0.9890909090909091,0.5291828793774319,0.6894803548795945,0.017543859649122806,168,3,242,272
top2_mean,97,ensemble_all_base,5.203084756468723,0.9149543768630395,0.5182481751824818,1.0,0.35797665369649806,0.5272206303724928,0.0,171,0,330,184
top2_mean,99,ensemble_all_base,8.302608806201942,0.9149543768630395,0.34890510948905107,1.0,0.13229571984435798,0.23367697594501718,0.0,171,0,446,68
