class_name,sample_count,patient_count,mean_reconstruction_error,std_reconstruction_error,detected_count,detection_rate
CNV,250,178,0.002744824402267113,0.0010724561679181512,243,0.972
DME,250,167,0.002544504698831588,0.0015265677263918182,208,0.832
DRUSEN,250,169,0.0012679656844120472,0.0005937692109366182,88,0.352
NORMAL,250,171,0.0008403462471906096,0.0002798126254520312,14,0.056
