percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.001309340703301131,0.775,0.9746835443037974,0.7186666666666667,0.827321565617805,0.056,0.9102080000000001
97,0.0015277483779937027,0.713,0.9832985386221295,0.628,0.7664768104149715,0.032,0.9102080000000001
99,0.0020156962797045716,0.601,0.9971671388101983,0.4693333333333333,0.6382592928377153,0.004,0.9102080000000001
