patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
mean,95,mse,0.0010677720351108446,0.9167406193824379,0.8262773722627738,0.9561200923787528,0.8054474708171206,0.8743400211193242,0.1111111111111111,152,19,100,414
mean,97,mse,0.0011438139052320259,0.9167406193824379,0.8072992700729927,0.9681372549019608,0.7684824902723736,0.8568329718004338,0.07602339181286549,158,13,119,395
mean,99,mse,0.0014496694304462336,0.9167406193824379,0.7328467153284671,0.9853372434017595,0.6536964980544747,0.7859649122807018,0.029239766081871343,166,5,178,336
mean,95,l1,0.021084732003509948,0.859000614376408,0.7766423357664234,0.9020044543429844,0.7879377431906615,0.8411214953271028,0.2573099415204678,127,44,109,405
mean,97,l1,0.022181658344149237,0.859000614376408,0.7576642335766424,0.9393939393939394,0.7237354085603113,0.8175824175824176,0.14035087719298245,147,24,142,372
mean,99,l1,0.02330171638140167,0.859000614376408,0.7226277372262774,0.9602272727272727,0.6575875486381323,0.7806004618937644,0.08187134502923976,157,14,176,338
mean,95,retina_band_mse,0.0012761202748899638,0.9138166427742508,0.8364963503649635,0.9527027027027027,0.8229571984435797,0.8830897703549061,0.12280701754385964,150,21,91,423
mean,97,retina_band_mse,0.0013792467103080448,0.9138166427742508,0.8189781021897811,0.9642857142857143,0.7879377431906615,0.867237687366167,0.08771929824561403,156,15,109,405
mean,99,retina_band_mse,0.0016378556327121174,0.9138166427742508,0.7474452554744525,0.9830028328611898,0.6750972762645915,0.8004613610149942,0.03508771929824561,165,6,167,347
mean,95,retina_weighted_mse,0.0011947109812171666,0.9184699751973969,0.8452554744525548,0.9657534246575342,0.8229571984435797,0.8886554621848739,0.08771929824561403,156,15,91,423
mean,97,retina_weighted_mse,0.0013014012426865085,0.9184699751973969,0.8160583941605839,0.973170731707317,0.7762645914396887,0.8636363636363636,0.06432748538011696,160,11,115,399
mean,99,retina_weighted_mse,0.0015538619268772374,0.9184699751973969,0.7562043795620438,0.9832869080779945,0.6867704280155642,0.8087056128293242,0.03508771929824561,165,6,161,353
mean,95,topk_mse_5,0.011669818157215066,0.9477438733019318,0.8554744525547445,0.9726651480637813,0.830739299610895,0.8961175236096537,0.07017543859649122,159,12,87,427
mean,97,topk_mse_5,0.01294760993371401,0.9477438733019318,0.8116788321167884,0.9800498753117207,0.7645914396887159,0.8590163934426229,0.04678362573099415,163,8,121,393
mean,99,topk_mse_5,0.015592179115919771,0.9477438733019318,0.7664233576642335,0.988950276243094,0.6964980544747081,0.817351598173516,0.023391812865497075,167,4,156,358
mean,95,topk_mse_10,0.007407086389139243,0.9407809406785447,0.8437956204379562,0.9721577726218097,0.8151750972762646,0.8867724867724868,0.07017543859649122,159,12,95,419
mean,97,topk_mse_10,0.008177715215193152,0.9407809406785447,0.8072992700729927,0.9823232323232324,0.7568093385214008,0.8549450549450549,0.04093567251461988,164,7,125,389
mean,99,topk_mse_10,0.009576417752056468,0.9407809406785447,0.7576642335766424,0.9833333333333333,0.688715953307393,0.8100686498855835,0.03508771929824561,165,6,160,354
mean,95,ensemble_mse_l1,1.3987381433409587,0.8981955537351811,0.8291970802919708,0.9343544857768052,0.830739299610895,0.8795056642636457,0.17543859649122806,141,30,87,427
mean,97,ensemble_mse_l1,1.7080334315172974,0.8981955537351811,0.7941605839416058,0.9515738498789347,0.7645914396887159,0.8478964401294499,0.11695906432748537,151,20,121,393
mean,99,ensemble_mse_l1,2.2986346936565596,0.8981955537351811,0.745985401459854,0.9775280898876404,0.6770428015564203,0.8,0.04678362573099415,163,8,166,348
mean,95,ensemble_mse_retina,1.392529474962914,0.9196304639679614,0.8394160583941606,0.963302752293578,0.8171206225680934,0.8842105263157894,0.0935672514619883,155,16,94,420
mean,97,ensemble_mse_retina,1.653300656869041,0.9196304639679614,0.8145985401459854,0.9731051344743277,0.77431906614786,0.8624052004333694,0.06432748538011696,160,11,116,398
mean,99,ensemble_mse_retina,2.487516086352785,0.9196304639679614,0.7518248175182481,0.9858757062146892,0.6789883268482491,0.804147465437788,0.029239766081871343,166,5,165,349
mean,95,ensemble_mse_l1_retina,1.3154488071799586,0.9074794638996974,0.8335766423357664,0.9444444444444444,0.8268482490272373,0.8817427385892116,0.14619883040935672,146,25,89,425
mean,97,ensemble_mse_l1_retina,1.5340975564104251,0.9074794638996974,0.8175182481751825,0.964200477326969,0.7859922178988327,0.8660235798499464,0.08771929824561403,156,15,110,404
mean,99,ensemble_mse_l1_retina,2.2553724053802,0.9074794638996974,0.745985401459854,0.9829545454545454,0.6731517509727627,0.7990762124711316,0.03508771929824561,165,6,168,346
mean,95,ensemble_all_base,1.4630860171776574,0.9277311306801375,0.8423357664233576,0.9634703196347032,0.8210116731517509,0.8865546218487395,0.0935672514619883,155,16,92,422
