patient_aggregation,score_mode,class_name,patient_count,image_count,mean_score,std_score,detected_count,detection_rate
mean,mse,CNV,178,250,0.0026472259322088292,0.0009517460019170023,177,0.9943820224719101
mean,mse,DME,167,250,0.0024057454772408596,0.0014313038106362785,151,0.9041916167664671
mean,mse,DRUSEN,169,250,0.0012441097972292403,0.0006552293344462092,86,0.5088757396449705
mean,mse,NORMAL,171,250,0.0008140185645682928,0.00027982323600084995,19,0.1111111111111111
mean,l1,CNV,178,250,0.03012450910621255,0.005566786906448391,173,0.9719101123595506
mean,l1,DME,167,250,0.02857929986886377,0.007355546629997377,149,0.8922155688622755
mean,l1,DRUSEN,169,250,0.021687723238316213,0.0038795282791621354,83,0.4911242603550296
mean,l1,NORMAL,171,250,0.019282355693624565,0.0032072039049863502,44,0.2573099415204678
mean,retina_band_mse,CNV,178,250,0.0030493795066369616,0.001019326026000561,176,0.9887640449438202
mean,retina_band_mse,DME,167,250,0.0028425684729624437,0.001661337467498802,150,0.8982035928143712
mean,retina_band_mse,DRUSEN,169,250,0.0015297235186513224,0.0008942447944583674,97,0.5739644970414202
mean,retina_band_mse,NORMAL,171,250,0.0009865105335092298,0.0003414078617826553,21,0.12280701754385964
mean,retina_weighted_mse,CNV,178,250,0.0029204843646116778,0.00098193895555525,176,0.9887640449438202
mean,retina_weighted_mse,DME,167,250,0.002697670807255269,0.0015726882610441239,150,0.8982035928143712
mean,retina_weighted_mse,DRUSEN,169,250,0.0014329072068131321,0.0008045735622066524,97,0.5739644970414202
mean,retina_weighted_mse,NORMAL,171,250,0.0009252013990811163,0.00031351691216724675,15,0.08771929824561403
mean,topk_mse_5,CNV,178,250,0.0321786315709997,0.01244120812591527,178,1.0
mean,topk_mse_5,DME,167,250,0.02871544480465284,0.01883616003145561,154,0.9221556886227545
mean,topk_mse_5,DRUSEN,169,250,0.014570277041691367,0.009970195738151246,95,0.5621301775147929
mean,topk_mse_5,NORMAL,171,250,0.007918391675510362,0.0035361182564996926,12,0.07017543859649122
mean,topk_mse_10,CNV,178,250,0.020040902130005745,0.007419350231541564,178,1.0
mean,topk_mse_10,DME,167,250,0.018049629074864123,0.011466500299793864,153,0.9161676646706587
mean,topk_mse_10,DRUSEN,169,250,0.00893600747510408,0.005735967539818747,88,0.5207100591715976
mean,topk_mse_10,NORMAL,171,250,0.005182171475548849,0.0019974238244235684,12,0.07017543859649122
mean,ensemble_mse_l1,CNV,178,250,5.445807571811932,2.3490834053778125,177,0.9943820224719101
mean,ensemble_mse_l1,DME,167,250,4.8191492908867195,3.452600563945961,153,0.9161676646706587
mean,ensemble_mse_l1,DRUSEN,169,250,1.870108010528095,1.5996679679922627,97,0.5739644970414202
mean,ensemble_mse_l1,NORMAL,171,250,0.7959141380751144,0.8641405475096822,30,0.17543859649122806
mean,ensemble_mse_retina,CNV,178,250,6.424423744947607,2.915700160953014,176,0.9887640449438202
mean,ensemble_mse_retina,DME,167,250,5.732706540637632,4.575562068805822,149,0.8922155688622755
mean,ensemble_mse_retina,DRUSEN,169,250,2.0179372352664564,2.2510600865050776,95,0.5621301775147929
mean,ensemble_mse_retina,NORMAL,171,250,0.5729695097534626,0.9002618113481748,16,0.0935672514619883
mean,ensemble_mse_l1_retina,CNV,178,250,5.435882079953761,2.341597586328434,177,0.9943820224719101
mean,ensemble_mse_l1_retina,DME,167,250,4.850190394125466,3.608520214516243,150,0.8982035928143712
mean,ensemble_mse_l1_retina,DRUSEN,169,250,1.8182029853923707,1.755176053838485,98,0.5798816568047337
