score_mode,class_name,sample_count,patient_count,mean_score,std_score,detected_count,detection_rate
mse,CNV,250,178,0.0026424488723278045,0.0010613639174311316,243,0.972
mse,DME,250,167,0.0024387670494616033,0.0014911033707737992,207,0.828
mse,DRUSEN,250,169,0.0012578928234288468,0.0006646590144625389,88,0.352
mse,NORMAL,250,171,0.0008193963271332905,0.0002952876422095362,12,0.048
l1,CNV,250,178,0.029970214225351812,0.005836612868386194,223,0.892
l1,DME,250,167,0.028798771023750305,0.007482881971048991,181,0.724
l1,DRUSEN,250,169,0.021706334754824638,0.004031739791670479,68,0.272
l1,NORMAL,250,171,0.01940697241947055,0.0035375408453514213,25,0.1
retina_band_mse,CNV,250,178,0.0030544258542358877,0.0011570438463878439,238,0.952
retina_band_mse,DME,250,167,0.002869386837584898,0.0017259867381004832,199,0.796
retina_band_mse,DRUSEN,250,169,0.001530768669792451,0.0008786325589305378,84,0.336
retina_band_mse,NORMAL,250,171,0.000988646125770174,0.0003693690289951435,9,0.036
retina_weighted_mse,CNV,250,178,0.002920237376354635,0.0011040962281168353,243,0.972
retina_weighted_mse,DME,250,167,0.002726676350925118,0.0016303270419589578,206,0.824
retina_weighted_mse,DRUSEN,250,169,0.001438902079127729,0.0007982066213475233,87,0.348
retina_weighted_mse,NORMAL,250,171,0.0009284238469554111,0.00033315619894547493,10,0.04
topk_mse_5,CNV,250,178,0.032225398398935796,0.014382741351983001,247,0.988
topk_mse_5,DME,250,167,0.029051739804446697,0.019764227834784504,204,0.816
topk_mse_5,DRUSEN,250,169,0.014848246185109019,0.010283625520007987,90,0.36
topk_mse_5,NORMAL,250,171,0.007898026075214148,0.003421005312789834,7,0.028
topk_mse_10,CNV,250,178,0.020084089174866676,0.008468324554016755,247,0.988
topk_mse_10,DME,250,167,0.018298485562205313,0.01204200995582676,206,0.824
topk_mse_10,DRUSEN,250,169,0.009085345878265799,0.005840582378051826,90,0.36
topk_mse_10,NORMAL,250,171,0.005185059645213186,0.0019825823522909877,9,0.036
ensemble_mse_l1,CNV,250,178,5.418451823818077,2.5770713176545765,238,0.952
ensemble_mse_l1,DME,250,167,4.90583023429315,3.570321376217289,202,0.808
ensemble_mse_l1,DRUSEN,250,169,1.8974629127302107,1.6250656197802256,79,0.316
ensemble_mse_l1,NORMAL,250,171,0.8207758436075361,0.9352741699758973,18,0.072
ensemble_mse_retina,CNV,250,178,6.42186874668868,3.26501228293616,245,0.98
ensemble_mse_retina,DME,250,167,5.825515394978007,4.752234999880693,204,0.816
ensemble_mse_retina,DRUSEN,250,169,2.044314860832554,2.2478922745759147,86,0.344
ensemble_mse_retina,NORMAL,250,171,0.5853656680381953,0.9531463098721322,12,0.048
ensemble_mse_l1_retina,CNV,250,178,5.42174227898285,2.5914011161116224,242,0.968
ensemble_mse_l1_retina,DME,250,167,4.929752767486359,3.729965389857938,204,0.816
ensemble_mse_l1_retina,DRUSEN,250,169,1.8372881936895695,1.7573440092710242,89,0.356
ensemble_mse_l1_retina,NORMAL,250,171,0.6793223026701459,0.8829976569576347,17,0.068
ensemble_all_base,CNV,250,178,6.729019467601791,3.3900392379439945,244,0.976
ensemble_all_base,DME,250,167,6.039102003222691,4.868117629999461,209,0.836
ensemble_all_base,DRUSEN,250,169,2.190165962454477,2.373553177305191,95,0.38
ensemble_all_base,NORMAL,250,171,0.5981950230143425,0.9386480553120632,12,0.048
