percentile,threshold,accuracy,precision,recall,f1,fpr,auroc
95,0.0023821683600544928,0.695,0.9550102249488752,0.6226666666666667,0.7538337368845843,0.088,0.861872
97,0.0027863020263612258,0.61,0.9736842105263158,0.49333333333333335,0.6548672566371682,0.04,0.861872
99,0.003685862729325895,0.46,0.9772727272727273,0.2866666666666667,0.44329896907216493,0.02,0.861872
